job_id,customer_id,device_id,issue_type,job_status,received_date,promised_date,completed_date,technician_id,technician_name,repair_notes,estimated_cost,actual_cost
JOB01164,CUST0003,DEV017,Motherboard Failure,Completed,2024-01-23,2024-01-28,2024-01-24,T005,Kavitha Nair,Out of warranty,4222.17,3496.08
JOB01183,CUST0201,DEV019,Charging Port Fault,In Progress,2024-01-06,2024-01-11,,T007,Meena Reddy,Customer informed,6268.54,
JOB01431,CUST0250,DEV037,Battery Issue,In Progress,2024-01-14,2024-01-19,,T007,Meena Reddy,,3604.94,
JOB01492,CUST0038,DEV005,Speaker Problem,Pending,2024-02-25,2024-03-01,,T004,Amit Patel,,3809.51,
JOB01169,CUST0189,DEV022,Water Damage,Completed,2024-02-07,2024-02-12,2024-02-12,T003,Priya Singh,Spare part ordered,3864.69,2873.41
JOB00206,CUST0259,DEV003,Overheating,In Progress,2024-03-02,2024-03-07,,T007,Meena Reddy,Spare part ordered,3729.04,
JOB01258,CUST0153,DEV009,Speaker Problem,Completed,2024-01-01,2024-01-06,2024-01-02,T003,,Spare part ordered,660.08,6683.92
JOB00944,CUST0101,DEV041,Keyboard Fault,Completed,2024-01-11,2024-01-16,2024-01-14,T005,Kavitha Nair,,7935.27,3382.16
JOB00680,CUST0136,DEV012,Software Crash,Completed,2024-01-03,2024-01-08,2024-01-06,T008,Arjun Iyer,,488.63,3324.7
JOB00159,CUST0122,DEV033,Camera Not Working,Completed,2024-03-10,2024-03-15,2024-03-13,T007,Meena Reddy,Customer informed,7830.22,5178.12
JOB00195,CUST0046,DEV041,Power Not Turning On,Completed,2024-02-14,2024-02-19,2024-02-17,T005,Kavitha Nair,,2037.98,1189.94
JOB00599,CUST0063,DEV001,Keyboard Fault,Completed,2024-02-12,2024-02-17,2024-02-14,T001,Rajesh Kumar,Out of warranty,4580.8,3562.48
JOB00974,CUST0153,DEV017,Speaker Problem,Completed,2024-02-07,2024-02-12,2024-02-10,T003,Priya Singh,,813.94,4264.71
JOB01424,CUST0024,DEV023,Speaker Problem,Completed,2024-03-10,2024-03-15,2024-03-13,T001,Rajesh Kumar,,4181.41,2300.34
JOB00921,CUST0097,DEV014,Hard Disk Failure,Completed,2024-01-06,2024-01-11,2024-01-14,T006,Deepak Sharma,Under warranty,2862.51,8561.17
JOB00566,CUST0110,DEV021,Wi-Fi Not Connecting,In Progress,2024-03-17,2024-03-22,,T001,Rajesh Kumar,Customer informed,7504.39,
JOB00445,CUST0155,DEV033,Water Damage,Completed,2024-03-16,2024-03-21,2024-03-19,T007,Meena Reddy,,6069.21,8330.24
JOB00254,CUST0143,DEV038,Wi-Fi Not Connecting,Completed,2024-02-21,2024-02-26,2024-02-23,T005,Kavitha Nair,,4189.03,1454.26
JOB00108,CUST0006,DEV031,Charging Port Fault,Completed,2024-02-17,2024-02-22,2024-02-22,T008,Arjun Iyer,Under warranty,1707.43,435.23
JOB01210,CUST0243,DEV025,Hinge Broken,Completed,2024-01-21,2024-01-26,2024-01-24,T001,Rajesh Kumar,Customer follow-up pending,377.33,8438.68
JOB00817,CUST0139,DEV032,Motherboard Failure,Completed,2024-02-12,2024-02-17,2024-02-16,T003,Priya Singh,,2413.29,5860.72
JOB00807,CUST0261,DEV034,Overheating,Pending,2024-03-20,2024-03-25,,T008,Arjun Iyer,Returned to customer,5222.04,
JOB00413,CUST0201,DEV040,Power Not Turning On,Completed,2024-02-23,2024-02-28,2024-02-28,T003,Priya Singh,,3200.39,5982.86
JOB00787,CUST0256,DEV014,Water Damage,Completed,2024-02-19,2024-02-24,2024-02-25,T003,Priya Singh,Spare part ordered,5124.8,5117.73
JOB00979,CUST0073,DEV034,Charging Port Fault,In Progress,2024-01-12,2024-01-17,,T004,Amit Patel,Returned to customer,2837.63,
JOB00556,CUST0202,DEV011,Water Damage,In Progress,2024-02-27,2024-03-03,,T006,Deepak Sharma,Returned to customer,2468.56,
JOB00844,CUST0131,DEV033,Battery Issue,Completed,2024-01-03,2024-01-08,2024-01-11,T008,Arjun Iyer,Spare part ordered,2966.51,8519.73
JOB01264,CUST0263,DEV037,Motherboard Failure,Completed,2024-01-04,2024-01-09,2024-01-07,T003,Priya Singh,Under warranty,1410.49,8603.46
JOB01055,CUST0189,DEV012,Charging Port Fault,In Progress,2024-02-01,2024-02-06,,T003,Priya Singh,Returned to customer,6872.18,
JOB00958,CUST0169,DEV001,Hard Disk Failure,Completed,2024-02-10,2024-02-15,2024-02-15,T002,Suresh Rao,Returned to customer,5644.99,5508.74
JOB00518,CUST0036,DEV034,Hinge Broken,Completed,2024-01-22,2024-01-27,2024-01-24,T001,Rajesh Kumar,Under warranty,2459.32,8608.86
JOB01172,CUST0032,DEV022,Screen Damage,Cancelled,2024-01-08,2024-01-13,2024-01-10,T005,Kavitha Nair,Customer follow-up pending,2062.77,
JOB01230,CUST0200,DEV031,Speaker Problem,Pending,2024-01-04,2024-01-09,,T003,Priya Singh,,2344.22,
JOB01417,CUST0066,DEV005,Screen Damage,Cancelled,2024-02-22,2024-02-27,2024-02-24,T001,Rajesh Kumar,Customer informed,5224.18,
JOB00496,CUST0004,DEV028,Hard Disk Failure,Cancelled,2024-02-01,2024-02-06,2024-02-04,T006,Deepak Sharma,,5535.81,
JOB01032,CUST0035,DEV016,Wi-Fi Not Connecting,Cancelled,2024-02-14,2024-02-19,2024-02-21,T004,Amit Patel,,2372.47,
JOB01488,CUST0142,DEV031,Screen Damage,Completed,2024-02-10,2024-02-15,2024-02-16,T006,Deepak Sharma,Spare part ordered,3072.64,3938.85
JOB00975,CUST0076,DEV029,Motherboard Failure,Completed,2024-03-12,2024-03-17,2024-03-15,T007,Meena Reddy,Customer follow-up pending,3756.36,1900.36
JOB01449,CUST0155,DEV042,Wi-Fi Not Connecting,Completed,2024-01-22,2024-01-27,2024-01-27,T007,Meena Reddy,Under warranty,6802.77,3560.26
JOB00888,CUST0225,DEV027,Water Damage,Completed,2024-02-22,2024-02-27,2024-02-29,T004,Amit Patel,,4730.99,5701.21
JOB00514,CUST0067,DEV022,Keyboard Fault,Completed,2024-03-16,2024-03-21,2024-03-22,T006,Deepak Sharma,Returned to customer,2058.37,2592.13
JOB00212,CUST0071,DEV022,Speaker Problem,In Progress,2024-03-02,2024-03-07,,T002,Suresh Rao,Out of warranty,6074.75,
JOB00985,CUST0078,DEV035,Screen Damage,Completed,2024-02-04,2024-02-09,2024-02-06,T005,Kavitha Nair,Out of warranty,6082.54,2418.06
JOB00970,CUST0197,DEV010,Wi-Fi Not Connecting,Completed,2024-01-11,2024-01-16,2024-01-13,T006,Deepak Sharma,Customer follow-up pending,722.02,3597.75
JOB00233,CUST0081,DEV010,Camera Not Working,Completed,2024-03-01,2024-03-06,2024-03-04,T005,Kavitha Nair,Customer follow-up pending,3453.82,4503.2
JOB00250,CUST0035,DEV032,Battery Issue,Completed,2024-02-06,2024-02-11,2024-02-10,T007,Meena Reddy,Customer follow-up pending,5558.96,7593.65
JOB00929,CUST0189,DEV002,Overheating,Completed,2024-01-19,2024-01-24,2024-01-20,T005,Kavitha Nair,Out of warranty,7902.42,1256.46
JOB00775,CUST0161,DEV040,Hard Disk Failure,Completed,2024-02-25,2024-03-01,2024-03-03,T008,Arjun Iyer,,3789.96,593.15
JOB00469,CUST0201,DEV020,Power Not Turning On,Completed,2024-01-03,2024-01-08,2024-01-06,T003,Priya Singh,Returned to customer,6110.17,3610.91
JOB00994,CUST0297,DEV036,Camera Not Working,Completed,2024-01-03,2024-01-08,2024-01-04,T005,Kavitha Nair,Under warranty,1880.71,3668.22
JOB00869,CUST0291,DEV021,Screen Damage,Completed,2024-03-07,2024-03-12,2024-03-13,T002,Suresh Rao,,2011.01,4028.71
JOB00715,CUST0134,DEV004,Camera Not Working,Completed,2024-01-29,2024-02-03,2024-02-04,T008,,Customer informed,2606.38,3776.83
JOB00547,CUST0064,DEV010,Screen Damage,In Progress,2024-03-18,2024-03-23,,T001,Rajesh Kumar,,1450.72,
JOB01305,CUST0115,DEV042,Battery Issue,Completed,2024-02-29,2024-03-05,2024-03-03,T004,Amit Patel,Spare part ordered,6546.59,3532.66
JOB01160,CUST0289,DEV008,Speaker Problem,In Progress,2024-01-20,2024-01-25,,T007,Meena Reddy,,1977.19,
JOB00062,CUST0100,DEV025,Power Not Turning On,Cancelled,2024-01-16,2024-01-21,2024-01-19,T001,Rajesh Kumar,,2127.87,
JOB00859,CUST0051,DEV032,RAM Issue,Completed,2024-01-13,2024-01-18,2024-01-19,T008,Arjun Iyer,Spare part ordered,6299.24,3924.65
JOB00915,CUST0140,DEV027,Hard Disk Failure,In Progress,2024-02-23,2024-02-28,,T001,Rajesh Kumar,,2369.08,
JOB00786,CUST0200,DEV031,Hinge Broken,Completed,2024-02-13,2024-02-18,2024-02-14,T001,Rajesh Kumar,Returned to customer,6616.5,1493.24
JOB00579,CUST0300,DEV036,Overheating,In Progress,2024-01-26,2024-01-31,,T002,Suresh Rao,Spare part ordered,2934.79,
JOB00798,CUST0257,DEV042,Battery Issue,Completed,2024-01-21,2024-01-26,2024-01-27,T006,Deepak Sharma,Spare part ordered,253.69,436.05
JOB00676,CUST0111,DEV002,Keyboard Fault,In Progress,2024-02-24,2024-02-29,,T007,Meena Reddy,Customer informed,6497.69,
JOB00176,CUST0079,DEV043,Hinge Broken,Pending,2024-02-28,2024-03-04,,T002,Suresh Rao,Customer follow-up pending,6201.0,
JOB00631,CUST0162,DEV020,Screen Damage,Completed,2024-02-15,2024-02-20,2024-02-19,T007,Meena Reddy,Customer informed,589.24,1368.81
JOB01427,CUST0217,DEV020,Charging Port Fault,Completed,2024-01-06,2024-01-11,2024-01-12,T007,Meena Reddy,Out of warranty,3468.83,7266.35
JOB00854,CUST0100,DEV012,Hard Disk Failure,Completed,2024-02-12,2024-02-17,2024-02-15,T005,Kavitha Nair,,5413.18,4751.26
JOB00706,CUST0298,DEV006,Hard Disk Failure,Completed,2024-01-10,2024-01-15,2024-01-15,T004,Amit Patel,,5442.24,805.68
JOB00567,CUST0221,DEV031,Speaker Problem,In Progress,2024-01-28,2024-02-02,,T001,Rajesh Kumar,,2304.82,
JOB00364,CUST0157,DEV027,Water Damage,Completed,2024-02-20,2024-02-25,2024-02-27,T008,Arjun Iyer,Spare part ordered,4401.46,8049.26
JOB00002,CUST0298,DEV038,Overheating,Completed,2024-01-05,2024-01-10,2024-01-09,T004,Amit Patel,,7173.09,4926.14
JOB01155,CUST0051,DEV029,RAM Issue,In Progress,2024-01-08,2024-01-13,,T006,Deepak Sharma,Customer informed,5809.96,
JOB00564,CUST0056,DEV006,Charging Port Fault,In Progress,2024-02-20,2024-02-25,,T002,Suresh Rao,Out of warranty,3331.86,
JOB00241,CUST0102,DEV020,Hard Disk Failure,In Progress,2024-01-18,2024-01-23,,T006,Deepak Sharma,,6156.0,
JOB01363,CUST0300,DEV033,Water Damage,In Progress,2024-03-09,2024-03-14,,T005,Kavitha Nair,,7907.74,
JOB00959,CUST0292,DEV017,Hard Disk Failure,Completed,2024-02-27,2024-03-03,2024-03-04,T006,Deepak Sharma,Customer follow-up pending,6154.62,2924.25
JOB00277,CUST0121,DEV028,Speaker Problem,Completed,2024-01-14,2024-01-19,2024-01-19,T003,Priya Singh,Customer follow-up pending,6930.62,644.94
JOB00926,CUST0083,DEV041,Screen Damage,Completed,2024-01-03,2024-01-08,2024-01-08,T002,Suresh Rao,,7510.25,5856.39
JOB00830,CUST0294,DEV013,Water Damage,Completed,2024-02-26,2024-03-02,2024-03-01,T002,Suresh Rao,,6149.74,2457.36
JOB00987,CUST0066,DEV007,Hard Disk Failure,In Progress,2024-01-26,2024-01-31,,T004,Amit Patel,Customer follow-up pending,6696.85,
JOB00048,CUST0150,DEV018,Wi-Fi Not Connecting,Pending,2024-02-04,2024-02-09,,T007,,Returned to customer,6033.58,
JOB01054,CUST0086,DEV016,Screen Damage,Completed,2024-03-18,2024-03-23,2024-03-25,T004,Amit Patel,Under warranty,4364.84,7044.67
JOB00330,CUST0224,DEV027,RAM Issue,In Progress,2024-01-18,2024-01-23,,T004,,,7360.56,
JOB01124,CUST0119,DEV016,Hard Disk Failure,Completed,2024-01-10,2024-01-15,2024-01-12,T001,Rajesh Kumar,Under warranty,7728.72,2597.46
JOB00881,CUST0171,DEV023,Wi-Fi Not Connecting,In Progress,2024-02-10,2024-02-15,,T004,Amit Patel,Spare part ordered,7330.54,
JOB00194,CUST0244,DEV009,Speaker Problem,Completed,2024-02-04,2024-02-09,2024-02-05,T003,Priya Singh,Customer informed,4850.92,6497.21
JOB00406,CUST0129,DEV037,Motherboard Failure,Completed,2024-02-18,2024-02-23,2024-02-21,T007,Meena Reddy,Out of warranty,3903.27,3060.25
JOB00558,CUST0050,DEV001,Charging Port Fault,In Progress,2024-03-11,2024-03-16,,T005,,Spare part ordered,4091.52,
JOB01035,CUST0051,DEV012,Hinge Broken,Completed,2024-02-17,2024-02-22,2024-02-23,T008,Arjun Iyer,,4391.79,1445.11
JOB00345,CUST0151,DEV032,Screen Damage,In Progress,2024-01-19,2024-01-24,,T003,Priya Singh,,579.48,
JOB01469,CUST0079,DEV001,Battery Issue,Completed,2024-01-08,2024-01-13,2024-01-11,T005,Kavitha Nair,Customer informed,7415.0,5719.3
JOB00166,CUST0078,DEV043,Software Crash,Completed,2024-01-23,2024-01-28,2024-02-01,T006,Deepak Sharma,Out of warranty,3982.36,7224.44
JOB00766,CUST0069,DEV026,Hard Disk Failure,Completed,2024-03-01,2024-03-06,2024-03-09,T004,Amit Patel,Spare part ordered,3223.08,2967.46
JOB00202,CUST0031,DEV018,Charging Port Fault,Completed,2024-02-29,2024-03-05,2024-03-06,T002,Suresh Rao,Under warranty,6130.65,2095.7
JOB00357,CUST0113,DEV018,Water Damage,In Progress,2024-02-01,2024-02-06,,T002,Suresh Rao,Under warranty,2575.98,
JOB00006,CUST0033,DEV017,Keyboard Fault,Completed,2024-01-06,2024-01-11,2024-01-09,T004,Amit Patel,,3863.46,4173.59
JOB00064,CUST0166,DEV011,Motherboard Failure,Completed,2024-03-11,2024-03-16,2024-03-14,T001,Rajesh Kumar,Out of warranty,3011.33,610.97
JOB00003,CUST0077,DEV024,Overheating,In Progress,2024-03-16,2024-03-21,,T004,Amit Patel,Customer follow-up pending,1244.27,
JOB00724,CUST0255,DEV026,Keyboard Fault,Completed,2024-02-27,2024-03-03,2024-03-02,T002,Suresh Rao,Customer informed,3299.32,2204.22
JOB00173,CUST0093,DEV021,Water Damage,In Progress,2024-01-02,2024-01-07,,T001,Rajesh Kumar,Customer informed,3407.74,
JOB00943,CUST0190,DEV005,Charging Port Fault,Completed,2024-03-20,2024-03-25,2024-03-23,T003,Priya Singh,,7350.76,1132.1
JOB00705,CUST0064,DEV008,Software Crash,Completed,2024-03-04,2024-03-09,2024-03-07,T007,Meena Reddy,Under warranty,7946.0,6624.96
JOB01302,CUST0240,DEV008,Hinge Broken,Completed,2024-01-05,2024-01-10,2024-01-07,T005,Kavitha Nair,,6192.53,5035.51
JOB01104,CUST0093,DEV012,Battery Issue,Completed,2024-02-13,2024-02-18,2024-02-17,T008,Arjun Iyer,,3829.32,1230.56
JOB01033,CUST0097,DEV040,Hinge Broken,Completed,2024-02-07,2024-02-12,2024-02-12,T003,Priya Singh,Returned to customer,5758.44,5043.19
JOB00433,CUST0183,DEV034,Keyboard Fault,Completed,2024-02-26,2024-03-02,2024-03-02,T003,Priya Singh,Out of warranty,606.43,8929.31
JOB00443,CUST0300,DEV010,Camera Not Working,Completed,2024-03-18,2024-03-23,2024-03-24,T004,Amit Patel,Spare part ordered,6213.58,5852.92
JOB01152,CUST0129,DEV036,Charging Port Fault,Completed,2024-01-06,2024-01-11,2024-01-10,T003,Priya Singh,Out of warranty,5650.45,941.04
JOB00059,CUST0162,DEV013,Keyboard Fault,Completed,2024-01-20,2024-01-25,2024-01-23,T001,Rajesh Kumar,,372.62,8755.14
JOB01288,CUST0143,DEV004,Charging Port Fault,Completed,2024-02-26,2024-03-02,2024-03-01,T001,Rajesh Kumar,Customer informed,3416.26,1300.39
JOB00563,CUST0281,DEV037,Overheating,Completed,2024-01-29,2024-02-03,2024-02-02,T002,Suresh Rao,,3854.21,4885.77
JOB00754,CUST0159,DEV004,Overheating,Completed,2024-01-23,2024-01-28,2024-01-25,T005,,Out of warranty,2327.84,1913.14
JOB00114,CUST0232,DEV006,Hard Disk Failure,In Progress,2024-01-24,2024-01-29,,T002,Suresh Rao,,1255.39,
JOB00204,CUST0243,DEV030,Camera Not Working,In Progress,2024-02-24,2024-02-29,,T001,Rajesh Kumar,Out of warranty,2133.09,
JOB01071,CUST0084,DEV003,Camera Not Working,Completed,2024-01-09,2024-01-14,2024-01-18,T008,Arjun Iyer,,1091.05,6074.34
JOB00527,CUST0229,DEV032,Hard Disk Failure,Completed,2024-02-06,2024-02-11,2024-02-09,T003,,Under warranty,7104.97,7384.87
JOB01073,CUST0170,DEV041,Motherboard Failure,Completed,2024-03-08,2024-03-13,2024-03-12,T006,Deepak Sharma,,5524.29,7284.77
JOB00668,CUST0003,DEV029,Charging Port Fault,Completed,2024-01-06,2024-01-11,2024-01-09,T005,Kavitha Nair,Out of warranty,7985.09,1297.99
JOB01378,CUST0151,DEV036,Charging Port Fault,In Progress,2024-03-09,2024-03-14,,T007,Meena Reddy,,1442.58,
JOB01329,CUST0129,DEV002,Hinge Broken,Pending,2024-02-16,2024-02-21,,T003,Priya Singh,Customer follow-up pending,6053.72,
JOB00708,CUST0126,DEV009,Wi-Fi Not Connecting,Completed,2024-01-29,2024-02-03,2024-02-02,T007,Meena Reddy,Customer follow-up pending,3866.9,4437.89
JOB00590,CUST0291,DEV041,Wi-Fi Not Connecting,Cancelled,2024-01-16,2024-01-21,2024-01-19,T001,Rajesh Kumar,Returned to customer,3974.51,
JOB00285,CUST0067,DEV039,Motherboard Failure,Completed,2024-02-10,2024-02-15,2024-02-14,T007,Meena Reddy,Under warranty,5562.24,7466.9
JOB00628,CUST0102,DEV022,Overheating,Completed,2024-02-05,2024-02-10,2024-02-11,T007,Meena Reddy,Returned to customer,6706.54,1238.21
JOB00609,CUST0268,DEV034,Speaker Problem,Cancelled,2024-03-03,2024-03-08,2024-03-12,T008,Arjun Iyer,Returned to customer,6226.62,
JOB01115,CUST0184,DEV014,Wi-Fi Not Connecting,Completed,2024-01-30,2024-02-04,2024-02-03,T002,Suresh Rao,,7321.19,855.02
JOB01119,CUST0095,DEV042,Hinge Broken,In Progress,2024-03-21,2024-03-26,,T002,Suresh Rao,,1903.66,
JOB00417,CUST0212,DEV033,Screen Damage,Completed,2024-01-04,2024-01-09,2024-01-09,T008,Arjun Iyer,,3173.01,6751.72
JOB00779,CUST0125,DEV034,Wi-Fi Not Connecting,Completed,2024-01-06,2024-01-11,2024-01-10,T008,,Returned to customer,498.64,5542.78
JOB01453,CUST0123,DEV009,Hard Disk Failure,Cancelled,2024-02-28,2024-03-04,2024-03-02,T005,Kavitha Nair,Customer informed,3044.43,
JOB01003,CUST0106,DEV026,Battery Issue,Cancelled,2024-01-15,2024-01-20,2024-01-17,T007,Meena Reddy,Customer informed,2186.79,
JOB01426,CUST0234,DEV022,RAM Issue,In Progress,2024-02-11,2024-02-16,,T008,,Under warranty,884.27,
JOB00630,CUST0286,DEV043,Charging Port Fault,Completed,2024-03-03,2024-03-08,2024-03-06,T005,Kavitha Nair,Customer informed,1895.14,7455.41
JOB01381,CUST0012,DEV039,Speaker Problem,Pending,2024-01-03,2024-01-08,,T003,Priya Singh,Under warranty,3566.58,
JOB01171,CUST0266,DEV012,Power Not Turning On,In Progress,2024-02-12,2024-02-17,,T005,Kavitha Nair,Under warranty,3832.33,
JOB00093,CUST0013,DEV020,Charging Port Fault,In Progress,2024-03-19,2024-03-24,,T006,Deepak Sharma,,5060.82,
JOB00933,CUST0241,DEV007,Water Damage,Pending,2024-02-08,2024-02-13,,T008,Arjun Iyer,,596.91,
JOB01432,CUST0171,DEV036,Water Damage,Pending,2024-03-16,2024-03-21,,T002,,,5584.09,
JOB00717,CUST0181,DEV036,Battery Issue,Completed,2024-03-07,2024-03-12,2024-03-11,T001,,,1747.83,1539.39
JOB00883,CUST0180,DEV022,RAM Issue,In Progress,2024-02-16,2024-02-21,,T008,Arjun Iyer,Under warranty,2717.53,
JOB01213,CUST0073,DEV006,Wi-Fi Not Connecting,Completed,2024-01-01,2024-01-06,2024-01-04,T003,Priya Singh,Out of warranty,6052.63,2256.06
JOB00582,CUST0163,DEV022,Charging Port Fault,Completed,2024-01-31,2024-02-05,2024-02-04,T007,Meena Reddy,,1702.75,5853.24
JOB00902,CUST0080,DEV039,Keyboard Fault,Completed,2024-02-26,2024-03-02,2024-02-29,T003,Priya Singh,Under warranty,4157.16,7357.1
JOB01011,CUST0195,DEV003,Software Crash,Completed,2024-03-01,2024-03-06,2024-03-06,T002,Suresh Rao,Spare part ordered,3746.55,6779.11
JOB00498,CUST0195,DEV011,Keyboard Fault,Pending,2024-02-13,2024-02-18,,T002,Suresh Rao,Out of warranty,6687.47,
JOB01319,CUST0280,DEV038,Keyboard Fault,Completed,2024-01-16,2024-01-21,2024-01-23,T004,Amit Patel,Spare part ordered,6362.91,3898.18
JOB01049,CUST0177,DEV024,Overheating,Completed,2024-03-03,2024-03-08,2024-03-05,T001,Rajesh Kumar,,7291.67,941.73
JOB01007,CUST0156,DEV014,Water Damage,Completed,2024-01-25,2024-01-30,2024-01-30,T002,Suresh Rao,Under warranty,6655.72,6172.26
JOB00815,CUST0192,DEV013,Software Crash,Completed,2024-02-26,2024-03-02,2024-02-29,T002,Suresh Rao,Out of warranty,979.03,5365.98
JOB01366,CUST0130,DEV012,Camera Not Working,In Progress,2024-01-27,2024-02-01,,T003,Priya Singh,Out of warranty,4820.66,
JOB00545,CUST0041,DEV016,Battery Issue,In Progress,2024-03-13,2024-03-18,,T001,Rajesh Kumar,,1367.79,
JOB00260,CUST0284,DEV035,Wi-Fi Not Connecting,Completed,2024-03-01,2024-03-06,2024-03-09,T008,Arjun Iyer,Customer follow-up pending,4058.59,8742.21
JOB00627,CUST0183,DEV041,Battery Issue,Completed,2024-03-21,2024-03-26,2024-03-23,T005,Kavitha Nair,,7901.19,7903.42
JOB00168,CUST0231,DEV041,Charging Port Fault,In Progress,2024-03-14,2024-03-19,,T004,Amit Patel,Returned to customer,623.74,
JOB01147,CUST0086,DEV018,Hard Disk Failure,Completed,2024-02-27,2024-03-03,2024-03-06,T006,,Out of warranty,7638.22,3910.24
JOB00047,CUST0075,DEV011,Motherboard Failure,Completed,2024-02-23,2024-02-28,2024-02-25,T006,Deepak Sharma,Spare part ordered,817.07,3191.09
JOB00066,CUST0280,DEV038,RAM Issue,Completed,2024-03-17,2024-03-22,2024-03-25,T008,Arjun Iyer,,912.93,5625.01
JOB00707,CUST0020,DEV028,Battery Issue,In Progress,2024-01-25,2024-01-30,,T006,Deepak Sharma,Customer informed,7603.62,
JOB01270,CUST0226,DEV005,Charging Port Fault,Completed,2024-02-12,2024-02-17,2024-02-16,T001,Rajesh Kumar,,7303.18,6511.07
JOB00018,CUST0224,DEV028,Speaker Problem,Completed,2024-02-18,2024-02-23,2024-02-26,T008,Arjun Iyer,Spare part ordered,3518.82,2402.48
JOB00188,CUST0024,DEV016,Hard Disk Failure,Completed,2024-01-02,2024-01-07,2024-01-06,T003,Priya Singh,Customer informed,7256.37,7413.54
JOB00198,CUST0233,DEV003,Battery Issue,Completed,2024-03-09,2024-03-14,2024-03-12,T001,Rajesh Kumar,Customer informed,3983.48,1177.18
JOB01327,CUST0128,DEV023,Motherboard Failure,Completed,2024-01-27,2024-02-01,2024-01-30,T003,Priya Singh,Spare part ordered,2014.66,4354.73
JOB01336,CUST0026,DEV008,Battery Issue,Completed,2024-03-17,2024-03-22,2024-03-20,T003,Priya Singh,Customer informed,6789.58,7062.26
JOB01383,CUST0293,DEV024,Hinge Broken,In Progress,2024-01-10,2024-01-15,,T003,Priya Singh,Returned to customer,2817.79,
JOB00829,CUST0276,DEV024,Software Crash,Completed,2024-01-15,2024-01-20,2024-01-18,T005,Kavitha Nair,,6629.62,7884.46
JOB00447,CUST0050,DEV005,RAM Issue,Completed,2024-03-08,2024-03-13,2024-03-14,T007,Meena Reddy,Customer follow-up pending,5917.73,1660.11
JOB00733,CUST0079,DEV014,Hinge Broken,Completed,2024-01-18,2024-01-23,2024-01-23,T006,Deepak Sharma,Returned to customer,3447.16,1480.59
JOB00145,CUST0059,DEV024,Overheating,In Progress,2024-02-12,2024-02-17,,T003,Priya Singh,Returned to customer,3735.61,
JOB00626,CUST0113,DEV043,Charging Port Fault,Completed,2024-03-04,2024-03-09,2024-03-07,T006,Deepak Sharma,,3003.48,6737.63
JOB01259,CUST0267,DEV016,Overheating,Completed,2024-03-03,2024-03-08,2024-03-05,T005,Kavitha Nair,Customer informed,4353.6,6937.37
JOB00185,CUST0231,DEV013,Charging Port Fault,Completed,2024-01-25,2024-01-30,2024-01-29,T001,Rajesh Kumar,,691.34,4933.89
JOB00675,CUST0038,DEV003,Water Damage,Pending,2024-01-04,2024-01-09,,T006,Deepak Sharma,Returned to customer,7397.05,
JOB01151,CUST0152,DEV033,Power Not Turning On,Completed,2024-01-31,2024-02-05,2024-02-04,T002,Suresh Rao,Spare part ordered,2845.07,4907.46
JOB00223,CUST0070,DEV026,Hinge Broken,Pending,2024-01-19,2024-01-24,,T008,Arjun Iyer,Returned to customer,1417.22,
JOB00133,CUST0184,DEV022,RAM Issue,Cancelled,2024-01-09,2024-01-14,2024-01-14,T006,Deepak Sharma,,5086.78,
JOB00742,CUST0179,DEV012,Screen Damage,In Progress,2024-02-29,2024-03-05,,T006,Deepak Sharma,Returned to customer,5882.23,
JOB01001,CUST0222,DEV006,Wi-Fi Not Connecting,Completed,2024-01-18,2024-01-23,2024-01-20,T005,Kavitha Nair,,6922.04,1603.84
JOB00611,CUST0109,DEV001,Motherboard Failure,In Progress,2024-02-29,2024-03-05,,T004,Amit Patel,Out of warranty,4003.64,
JOB00122,CUST0026,DEV012,Charging Port Fault,Completed,2024-02-14,2024-02-19,2024-02-17,T001,Rajesh Kumar,Customer informed,5402.57,7566.43
JOB00764,CUST0178,DEV030,Overheating,Completed,2024-02-28,2024-03-04,2024-03-04,T003,Priya Singh,Customer follow-up pending,2598.71,1783.65
JOB00794,CUST0283,DEV042,Overheating,Completed,2024-02-22,2024-02-27,2024-02-26,T007,Meena Reddy,Customer informed,5027.23,1376.36
JOB01442,CUST0204,DEV038,Battery Issue,In Progress,2024-01-17,2024-01-22,,T004,Amit Patel,Customer informed,5283.74,
JOB01103,CUST0028,DEV020,Water Damage,Cancelled,2024-01-10,2024-01-15,2024-01-17,T002,Suresh Rao,Customer informed,7637.97,
JOB00409,CUST0201,DEV011,Battery Issue,Completed,2024-03-09,2024-03-14,2024-03-13,T003,Priya Singh,Spare part ordered,3234.14,8146.75
JOB00892,CUST0152,DEV030,Wi-Fi Not Connecting,Completed,2024-03-04,2024-03-09,2024-03-15,T008,Arjun Iyer,Spare part ordered,7634.68,1666.37
JOB01343,CUST0087,DEV039,Screen Damage,Completed,2024-01-17,2024-01-22,2024-01-21,T007,Meena Reddy,,7031.91,7082.02
JOB00996,CUST0291,DEV019,Hard Disk Failure,In Progress,2024-01-26,2024-01-31,,T008,Arjun Iyer,Customer informed,5435.69,
JOB00962,CUST0077,DEV026,Keyboard Fault,In Progress,2024-02-25,2024-03-01,,T001,Rajesh Kumar,Under warranty,1378.1,
JOB00971,CUST0291,DEV010,Keyboard Fault,Completed,2024-03-01,2024-03-06,2024-03-04,T001,Rajesh Kumar,Customer informed,2752.27,7449.81
